"FSC-A","RL1-A","YL2-A"
484649,14508,13381
409734,3449,12031
608615,23000,8640
554056,60515,35352
367904,2952,2117
549416,58216,40430
636586,59642,21658
581446,40644,15792
515340,54238,27624
537610,39668,12336
645113,45563,30290
503649,26685,8939
456534,17179,13358
573510,54672,25733
723924,46214,13882
385492,8480,3089
555932,54891,24492
481856,29034,21291
638622,37604,30847
464126,9922,1416
593863,1821,20526
547038,59396,26657
548832,44413,23556
431047,20143,19751
524485,26555,15103
593945,28596,10521
483434,29771,14102
293911,22770,96
373639,27488,11551
604507,85451,30869
590585,54766,33361
373618,37173,16517
426771,44184,25882
677546,47852,13291
599979,33990,13995
583240,46445,17276
629630,27054,7714
609743,1393,2178
550099,37120,15852
452049,32541,14696
314451,12482,11679
539181,47397,27157
517092,21903,8893
437766,34873,35952
482145,52010,17530
500516,37539,15181
510692,30585,17860
559760,11537,4477
500289,3770,1227
476559,33347,11048
486938,32141,14832
589601,53906,19764
535297,35770,17276
619407,37267,27645
607784,37892,13499
659435,24597,7701
497601,23830,7616
828448,75940,43633
539509,46316,20098
596844,49932,30238
560620,37909,15614
564452,51428,23827
602594,2967,170
432416,18746,14121
533478,35366,13181
525784,48912,26322
492030,18351,6326
490983,27899,12772
569544,42723,18371
385094,46088,20894
395229,22689,17147
440439,25220,29336
420125,25083,14818
562886,54376,14926
451440,22978,9177
565311,2927,942
425078,17079,8097
476865,32726,15330
484726,11388,9800
447270,14185,3870
699634,10052,20779
409652,2717,14242
586163,64418,42028
374216,2060,187
273850,30893,2356
663048,71601,23074
501415,41135,28583
463872,35540,12028
669818,76107,28253
495918,20659,6133
560374,10983,3027
525152,32872,13207
455261,2556,2196
642617,8790,3149
451629,28790,23405
608995,51411,23123
593063,52699,24015
482734,38530,29020
421749,38012,16273
434100,32017,16292
502038,43273,26529
526488,12145,5893
434902,53457,12997
487051,3402,1693
472528,12599,8522
587153,13387,6611
438142,805,138
527160,6074,4627
556806,27916,10326
341246,15251,7597
449378,23622,16458
432863,29057,17315
417964,35216,11761
474555,12315,4207
554886,36501,36206
510698,16441,6703
572000,36801,13332
460566,22710,12477
585124,39258,21119
354387,33037,428
614408,58497,42163
615002,32975,35352
551182,18245,7832
583735,64641,28258
338870,9017,1310
622071,38493,8817
624316,58440,27120
555915,38807,17602
599978,28117,10711
570490,90667,26093
458195,745,49
708316,42984,15758
549651,28449,17071
592551,35083,14284
705147,56261,31194
460908,29608,43490
562442,56959,24881
609874,76103,28642
605721,45489,36230
535612,21548,8058
598462,31688,10584
497287,38653,56191
526103,13868,3568
522364,47817,25010
453021,27244,16389
446040,17115,7669
504343,18446,4728
557361,53330,15734
462967,45383,28923
440524,27820,16445
474540,51980,23032
592475,14922,4638
467800,14084,8068
317046,749,159
255462,13615,290
559511,26527,13467
525562,56122,28609
599367,67168,32043
477460,27454,9253
404867,33593,13366
593660,35121,24231
447697,22157,12660
404927,4277,3231
441187,21943,8106
487365,34408,11830
560358,19473,10708
534315,14487,5520
486457,41285,21684
277720,12335,1962
597966,16201,26168
586291,37270,16049
759745,50876,23356
448594,32620,11932
654984,17315,7330
629042,47691,23977
443762,21570,12223
601023,76072,36504
396332,14438,5000
499939,17798,714
543431,45429,19006
666487,51160,25247
577219,24970,9574
470461,37843,18152
648266,22813,5644
522416,7508,1332
387078,43796,36678
661174,36167,16960
793881,75838,41615
520858,21155,11549
519120,32512,15446
442499,16253,9658
550099,29699,10968
575887,36673,13017
385838,9708,5980
449271,31334,16119
511289,45267,26337
545698,72529,34795
620663,24086,11060
567819,39981,19882
366372,27749,1850
479628,21384,6796
585238,24418,10642
498851,17523,11190
601257,53270,28769
644947,45680,19528
499263,47284,23171
465974,22146,11480
514780,38786,23671
487720,2898,469
573945,36898,21555
542477,15690,8507
608048,61121,26975
486824,16113,9018
600898,41105,15228
539003,37222,19428
475408,44240,20814
540150,43482,26513
541702,2110,10802
398959,2998,4555
620820,75933,35438
562158,33356,14392
599097,35795,19501
446264,35301,10579
456103,3659,657
583069,50197,27927
489308,33439,20335
593354,50944,12147
524544,47704,22532
464184,25997,11513
501794,388,5407
458904,27537,13397
408038,38915,24088
548532,18611,6248
379419,8340,11115
503738,31855,15627
506510,45123,24334
506954,20355,12293
509754,17790,6969
276690,20080,7042
362546,52642,13288
461502,8397,10191
437565,36652,22092
464441,22382,13222
513799,9635,2225
541225,26813,32209
496081,73183,55355
428867,14373,8946
464544,35110,26821
588050,62766,27958
330665,26825,10109
436160,84134,34185
607544,44744,24666
528276,7958,2912
543603,27188,14367
533749,34594,10515
488065,21168,10700
550910,4830,957
426764,35189,21389
546618,30300,17544
502275,36797,14155
639135,59132,25251
525083,3679,75
563432,24418,7805
449921,45038,12497
668458,200394,122965
499602,5777,3167
585332,17132,5593
705721,45996,17706
556589,1166,11
511697,45764,20820
395740,7338,4011
436806,22719,11116
585820,25995,6100
693414,38028,18440
522160,59535,24885
439172,34667,17503
425584,24966,10767
411036,10061,6876
570246,5437,2557
528273,18519,20607
476198,19936,12968
523786,49382,20209
526350,36398,17972
646185,12354,2398
535004,25027,22424
673816,42905,12058
606848,57225,17896
650891,32494,9235
669344,827,265
456532,22166,10829
509343,1828,845
648321,87668,51816
503194,55983,26731
520880,35450,14752
629213,49955,18728
453864,31664,18506
370687,51807,22484
502736,43374,22254
384097,29877,16468
536097,37122,16168
502984,26853,6370
514474,47787,26482
554686,2438,6900
613046,41227,17423
701312,20331,7584
540742,32687,17890
736740,80185,73191
569438,48230,22124
461260,35542,10956
530892,58426,22366
456713,13843,7138
627230,33914,17034
464921,40913,30839
491175,36708,18619
609404,40741,25187
456297,131,-70
467689,46307,25568
485821,45132,14784
476946,24361,19442
553604,45394,16680
496097,36300,13262
521019,19280,11591
465789,40944,21629
374100,27474,13611
516756,38033,25977
612060,58541,30690
410478,40505,15852
505589,36852,18638
552248,11617,3135
399344,17882,13104
604444,47877,16703
580138,26587,13937
254500,10864,72
551436,32949,15927
562177,38987,13015
451989,43600,28915
573132,55260,35086
647868,929,109
508028,20493,7974
569079,49425,33654
477944,16855,14558
329370,9601,13729
652025,24484,13136
432220,17625,5105
469715,18266,15001
506868,50286,21532
367691,17275,9664
475279,8160,4572
520993,42201,23019
565593,40013,29859
518256,16325,5830
496559,63827,7630
622025,72952,27146
512893,26706,18792
488145,36914,17022
630218,103428,45284
510269,12180,3350
600623,37051,11447
457393,47665,22381
483404,25705,24012
697329,18113,6285
406824,3991,11833
511196,26834,8299
532438,59609,21560
464079,46589,20105
509957,33150,12362
431934,62945,27858
394808,64753,26680
532443,29336,9508
400736,15215,17942
455827,24451,32218
634246,48091,22009
379959,12544,7113
486790,39849,36261
436404,18672,22057
632798,49702,21230
470610,9301,3594
468421,53728,48794
400089,7476,2173
444415,41437,13639
496020,54337,21591
474534,12760,4083
475435,25519,9604
547456,42841,17900
399896,47251,21445
474562,33481,13012
662401,87664,40057
516826,26693,38673
417180,18058,9290
546777,35428,35680
430901,21342,9965
712750,39841,10620
483688,2746,720
592844,46169,14362
457610,24588,14045
547589,37365,14656
492229,36118,12051
526671,39068,8395
481207,15282,18094
510604,6685,6616
496770,33158,10985
551944,54467,29836
480751,21341,8707
444287,43927,21862
444076,11006,6742
542259,27852,16157
559829,42840,15706
508867,23767,15072
601697,83130,43574
633113,59258,22023
449461,36276,25030
589681,35818,13069
406348,34020,13759
683333,118199,78583
513061,66164,18600
455108,39543,22030
348127,3142,792
578742,6318,7384
502511,36564,17424
602544,17354,8397
409354,31031,16725
368435,47751,22948
514026,19883,5605
666081,30089,18828
668972,33266,21140
495143,35537,446
247627,498,8990
566940,61446,23144
579878,39811,17493
553117,52813,15727
441070,32456,19084
525602,40459,13243
468837,1600,458
517603,22337,8115
597113,43544,19409
451974,36749,26641
484975,320,4847
483882,41724,25611
612883,18710,7020
675871,10202,2579
501282,57853,22060
582421,72639,35773
494945,26868,15185
605864,40606,12486
348859,3009,-29
361827,22146,28194
510553,41517,13037
463904,21528,12717
430594,35422,23426
534141,13185,4377
252200,20360,356
401919,13470,8441
524201,38914,9762
493445,28411,10868
549073,52435,21747
555614,33201,19132
414940,16693,12139
543726,28679,14007
499751,44841,15539
799659,105304,74566
605100,43121,18259
647545,56682,21069
412695,29060,15013
501713,33758,19073
475879,12696,4510
452172,12433,30125
390795,21917,26534
462889,9210,11447
515872,40977,15213
420160,13901,8417
630820,50440,20513
415838,33779,24240
458576,28115,15036
522631,25157,17593
518517,41415,18888
620423,63529,35702
434122,34646,49048
713423,26947,6190
598158,57151,37957
469324,24444,12296
518537,4477,1958
666985,47041,22858
680981,21662,18085
488832,18073,5250
591759,27766,8985
536911,16465,8757
594084,68749,30000
531927,47726,27426
397712,1184,10871
632700,98719,152543
483313,54947,26546
381914,9501,8735
539221,40662,19981
491294,42632,20638
503421,32457,17133
463620,24242,12680
559814,11480,3923
469701,41226,12396
623928,16934,4124
433531,22838,7510
348060,7414,232
583480,23112,10081
415853,25242,14705
556282,40895,19175
487786,13885,4202
581351,25991,9224
745381,3782,11828
679552,68790,43178
558320,2059,360
517451,28931,9634
475243,44344,22758
446525,44704,24400
454739,19441,13299
472658,17533,5942
682895,50277,26295
575340,53906,26672
573978,35753,15931
310082,46886,68927
481795,704,236
515724,23199,6873
511238,22802,8265
512664,27936,10003
440478,62694,28378
402847,19739,18330
610306,22356,7955
563631,33540,19272
525647,15573,15402
677294,82467,37883
541377,102310,48953
601452,61306,45927
449821,39152,24467
589890,60064,30008
694608,39663,14202
619060,28684,11249
308626,15629,204
633222,46792,19633
503104,15015,6419
516053,39212,19958
525775,20828,11261
489110,29060,16755
785041,74537,49695
286982,3809,-21
534837,28006,15732
517160,20414,13061
463726,17603,15974
479559,65661,29662
653935,40416,15928
420573,33322,8362
479650,32705,18522
744218,77801,30046
694228,47454,29214
410321,22583,13722
643195,53865,23597
515376,73086,53619
600579,69392,13612
513346,28811,14068
634014,16997,6965
634879,53093,18608
450292,28356,11034
552844,12230,5795
651459,54011,21661
661888,38617,13601
582043,67385,42844
418665,48312,29307
479046,68,8
486886,13217,10444
481470,40834,22177
451850,41146,16683
565910,38763,14652
374912,23869,16110
507798,52947,21682
509487,81083,34356
439812,40222,25493
780910,72199,28303
290472,30216,284
437085,31579,15267
563544,28863,27211
747561,49137,16954
547968,61038,19233
551523,18058,12814
514263,76,19
647124,36518,15312
579294,26047,19271
567325,54768,16990
498445,5627,1260
593103,6688,4415
567261,52158,18739
488506,23075,8953
441269,20336,6164
624582,51542,66591
504035,13971,13404
542509,7750,6214
662339,59560,22845
616973,50837,17752
389174,4347,6231
506049,46382,24944
450668,26080,14712
226102,6997,1155
525909,26115,9955
499651,27639,13487
508805,47785,22964
427891,35039,18178
527360,20011,12275
564478,28794,13537
447649,4321,653
561281,41879,24149
621415,75817,31563
379316,13395,9482
663648,43769,19094
529081,21938,10959
662885,43215,27677
624008,78967,27805
500742,33591,11885
742761,59767,29195
442259,24055,15814
594674,47626,29060
501309,60970,23049
561436,65692,27837
571520,47839,16450
470422,35420,22161
489345,33934,21634
281161,16538,509
525976,26962,13386
426369,1275,344
484317,39702,17136
513561,2913,22020
538038,17078,13739
440577,23747,10169
361685,36152,24611
797935,67230,34608
493629,42235,20937
578700,20389,1292
500990,41923,23964
535462,12725,9877
475187,11287,8879
446247,40675,21524
477105,32468,10794
557626,41005,9902
475977,9435,6117
486597,28249,10023
460192,37474,15476
551447,26677,20487
631031,95537,45422
652516,40298,13212
580704,80257,43769
651064,37937,24470
416856,4372,2585
696798,35821,10699
591074,9742,2032
335552,11678,3384
558375,59097,31783
440725,36213,17432
483317,14819,4192
551410,44425,27458
584417,50584,25740
384522,38451,31259
441839,26458,15420
465656,3297,456
525673,39650,21988
574117,58874,25373
555006,48679,25640
641711,58389,26776
456594,47681,25474
520072,15280,471
479974,47354,23502
510103,58419,62640
553531,36942,17645
471288,40441,24466
358066,35684,10363
643319,36666,17323
393157,23642,5859
426434,15087,7923
614406,36983,16116
347739,33282,93
300624,23389,15322
562449,45121,14728
605255,29422,19641
463502,22673,10582
514279,67389,36059
428364,19824,8338
635354,34713,12267
532519,21105,8057
580735,56365,22296
564633,44325,18259
766248,75685,30366
501831,7009,1577
516969,43251,26304
539961,57387,20780
405096,9167,3745
398240,32884,18741
522333,40518,21600
592045,32214,31049
576966,57526,34392
560553,78033,36304
521159,59433,35374
481947,35538,10933
579246,51903,24695
652645,40087,11375
480300,89949,27198
657214,88787,51732
557892,46528,21710
525642,12975,4150
620863,40940,42430
437020,11182,5670
473769,40940,19006
425457,37642,24163
576211,23047,6650
502198,8155,4832
529006,34848,23142
420816,29029,17993
642125,61167,34873
527745,35148,11921
657660,47495,15971
408076,24832,85
481833,21887,13015
475508,37050,13535
363910,27173,12106
506615,15921,5634
546604,26546,11303
729186,48185,21405
541647,25901,22638
528757,7018,1917
590700,657,15758
411603,21070,11752
527950,75730,34820
461879,34777,13119
679732,34198,6337
595021,18081,5836
556124,49850,26054
717580,56108,25755
628246,52809,24843
421702,35161,23194
406321,49076,15293
430708,35582,12601
457431,19114,10068
455036,58520,18775
496574,5062,434
513903,35863,22111
446698,40151,21131
478548,72889,24566
556188,49073,28940
485854,18386,6801
446932,241457,140616
628022,49038,11989
556642,42125,34030
474475,40835,28612
432332,33065,17200
506356,56935,16373
596645,35915,21560
396995,28012,21545
499291,29893,14778
293368,18662,9043
535260,38718,21641
369912,28762,20056
504757,18554,16735
392595,35442,39912
426586,18905,15917
379750,17966,16473
511433,32224,20143
597109,15608,29541
489742,31869,19549
411624,35955,10818
344391,33248,10683
804654,100866,48247
389404,44892,12137
527608,4271,574
373621,27257,13634
459819,33450,8999
496363,23074,12087
549174,17874,7219
454578,6104,503
530093,9945,5650
553798,38974,18192
464101,33871,12490
515055,48545,25286
532054,29104,32723
283067,14797,11064
663525,37979,25226
456840,53356,25965
471477,31353,15703
543875,42715,29556
447668,2609,-76
401238,25018,11703
505649,67288,41895
389436,20095,9515
638848,16923,9069
509981,67362,20872
547624,27525,13136
675603,123138,69514
500847,59311,22261
448146,53458,55618
712779,76434,24381
585792,46461,29625
514276,21789,11434
597551,31076,18750
567011,46244,17994
510368,36685,20316
507557,39996,16167
505546,20741,16284
515958,12956,4773
470436,34643,20769
682800,138447,38233
500854,20458,11105
443576,41663,22085
633168,52807,18037
678403,118706,48862
427899,37576,21591
507906,50600,27616
515678,24471,7421
588121,35871,12506
454538,20533,7072
599277,37727,9770
478265,36057,22971
464538,43794,23915
546087,20456,9574
448025,42055,53903
461379,19401,9212
462485,18951,9194
466448,30688,13178
406956,32329,23612
597046,21580,9550
502382,11508,3629
416274,15997,10550
588432,48025,17491
465618,18241,5165
494706,40936,21015
345094,6178,5105
473543,21849,6731
535826,37122,16671
442528,20399,23362
651645,24574,11260
488386,25724,11269
609166,24026,5806
589354,6912,1809
434464,23365,13803
749179,63892,40591
687855,33984,13836
615834,35293,13390
521292,51845,24695
427064,22996,12649
562351,37283,14427
554926,2969,1005
482789,2066,2087
518646,20906,6098
345488,17966,330
318357,24962,535
466166,29961,19986
479377,36921,25009
417845,26965,29393
512143,35268,15870
300693,6577,92
466955,49137,17527
571786,89108,26500
452007,26668,12238
538211,1047,-69
495149,43897,34212
417854,6205,1010
646936,9269,3965
495449,32954,12454
435441,34861,14481
590490,57080,22013
527001,37981,18204
261593,4116,2375
422138,5319,1653
527288,28579,20677
436765,42628,25014
541065,13621,4992
464016,39134,13518
541901,26739,28556
